id,carpeta,referencia,nombre,categoria,subcategoria,imagen_principal,n_imagenes,vista360,enlace
1985,"1985_VA-1027-1__Sporty_Bag_Cotton_180gr_II","VA-1027-1","Sporty Bag Cotton (180gr) II","MALETINES & BOLSOS","Algodón","principal.jpg",1,"https://catalogospromocionales.com/images/v360/VA-1027-1/index.html?V=6","https://www.catalogospromocionales.com/p/Sporty-Bag-Cotton-180gr-II/11039/325"
1986,"1986_VA-1216__MINI_BOLSA_EN_ALGOD_N_100Gms","VA-1216","MINI BOLSA EN ALGODÓN 100Gms","MALETINES & BOLSOS","Algodón","principal.jpg",1,"https://catalogospromocionales.com/images/v360/VA-1216/index.html?V=6","https://www.catalogospromocionales.com/p/mini-bolsa-en-algod%C3%B3n-100gr/13253/325"
1987,"1987_VA-1237__Bolsa_En_Algod_n_Ecopack","VA-1237","Bolsa En Algodón Ecopack","MALETINES & BOLSOS","Algodón","principal.jpg",4,"https://catalogospromocionales.com/images/v360/VA-1237/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-algodon-ecopack/13597/325"
1988,"1988_VA-359-1__Bolsa_en_Algod_n_Botanik_135gr","VA-359-1","Bolsa en Algodón Botanik (135gr)","MALETINES & BOLSOS","Algodón","principal.jpg",2,"https://catalogospromocionales.com/images/v360/VA-359-1/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-algodon-botanik/7533/325"
1989,"1989_VA-1229__Bolsa_en_Algod_n_y_Yute_Nativ_","VA-1229","Bolsa en Algodón y Yute Nativ (300 gm)","MALETINES & BOLSOS","Algodón","principal.jpg",6,"https://catalogospromocionales.com/images/v360/VA-1229/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-algod%C3%B3n-y-yute-nativ-300gr/13554/325"
1990,"1990_VA-1236__Bolsa_En_Algod_n_y_Yute_Ecotot","VA-1236","Bolsa En Algodón y Yute Ecotote","MALETINES & BOLSOS","Algodón","principal.jpg",2,"https://catalogospromocionales.com/images/v360/VA-1236/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-algodon-ecotote/13596/325"
1991,"1991_VA-1230__Bolsa_en_algod_n_Basic_300_gm","VA-1230","Bolsa en algodón Basic (300 gm)","MALETINES & BOLSOS","Algodón","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-1230/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-algodon-basic-300gr/13555/325"
1992,"1992_VA-579__Bolsa_Metalizada","VA-579","Bolsa Metalizada","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",9,"https://catalogospromocionales.com/images/v360/VA-579/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-metalizada/6933/326"
1993,"1993_VA-685-1__Sporty_Bag_Kidz_Sin_Dise_o","VA-685-1","Sporty Bag Kidz Sin Diseño.","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",3,"https://catalogospromocionales.com/images/v360/VA-685-1/index.html?V=6","https://www.catalogospromocionales.com/p/Sporty-Bag-Kidz-Sin-Diseno/13170/326"
1994,"1994_VA-574__Sporty_Bag_en_Cambrel_Ewok","VA-574","Sporty Bag en Cambrel Ewok","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",8,"https://catalogospromocionales.com/images/v360/VA-574/index.html?V=6","https://www.catalogospromocionales.com/p/sporty-bag-en-cambrel-ewok/6928/326"
1995,"1995_VA-761-1__Cartuchera_en_Cambrel_kidz_Sin","VA-761-1","Cartuchera en Cambrel kidz Sin Diseño.","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",3,"https://catalogospromocionales.com/images/v360/VA-761-1/index.html?V=6","https://www.catalogospromocionales.com/p/Cartuchera-en-Cambrel-kidz-Sin-Diseno/13171/326"
1996,"1996_VA-490__Bolsa_en_Cambrel_Arcadia","VA-490","Bolsa en Cambrel Arcadia","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",9,"https://catalogospromocionales.com/images/v360/VA-490/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-cambrel-arcadia/6247/326"
1997,"1997_VA-434__Bolsa_en_Cambrel_Bawel","VA-434","Bolsa en Cambrel Bawel","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",10,"https://catalogospromocionales.com/images/v360/VA-434/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-cambrel-bawel/5611/326"
1998,"1998_VA-491__Bolsa_en_Cambrel_con_Fuelle","VA-491","Bolsa en Cambrel con Fuelle","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",10,"https://catalogospromocionales.com/images/v360/VA-491/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-cambrel-con-fuelle/6248/326"
1999,"1999_VA-516__Bolsa_en_Cambrel_Queen","VA-516","Bolsa en Cambrel Queen","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",10,"https://catalogospromocionales.com/images/v360/VA-516/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-cambrel-queen/6293/326"
2000,"2000_VA-480__Bolsa_en_Cambrel_Franky","VA-480","Bolsa en Cambrel Franky","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",10,"https://catalogospromocionales.com/images/v360/VA-480/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-cambrel-franky/6238/326"
2001,"2001_VA-404__Bolsa_en_Cambrel_Baxter","VA-404","Bolsa en Cambrel Baxter","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",10,"https://catalogospromocionales.com/images/v360/VA-404/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-cambrel-baxter/5260/326"
2002,"2002_VA-607__Bolsa_En_Cambrel_Market","VA-607","Bolsa En Cambrel Market","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",10,"https://catalogospromocionales.com/images/v360/VA-607/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-cambrel-market/7574/326"
2003,"2003_VA-696__Bolsa_En_Cambrel_Savannah","VA-696","Bolsa En Cambrel Savannah","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",9,"https://catalogospromocionales.com/images/v360/VA-696/index.html?V=6","https://www.catalogospromocionales.com/p/Bolsa-En-Cambrel-Savannah/8190/326"
2004,"2004_VA-478__Mini_Bolsa_en_Cambrel","VA-478","Mini Bolsa en Cambrel","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-478/index.html?V=6","https://www.catalogospromocionales.com/p/mini-bolsa-en-cambrel/6235/326"
2005,"2005_VA-651__Bolsa_en_Cambrel_Nevada","VA-651","Bolsa en Cambrel Nevada","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",8,"https://catalogospromocionales.com/images/v360/VA-651/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-cambrel-nevada/7767/326"
2006,"2006_VA-697__Bolsa_En_Cambrel_Winter","VA-697","Bolsa En Cambrel Winter","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",10,"https://catalogospromocionales.com/images/v360/VA-697/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-cambrel-winter/8191/326"
2007,"2007_VA-744__Bolsa_en_Cambrel_Fest_Oferta","VA-744","Bolsa en Cambrel Fest - Oferta","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",6,"https://catalogospromocionales.com/images/v360/VA-744/index.html?V=6","https://www.catalogospromocionales.com/p/Bolsa-en-Cambrel-Fest/8372/326"
2008,"2008_VA-685__Sporty_Bag_Kidz_Con_Dise_o","VA-685","Sporty Bag Kidz Con Diseño.","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",4,"https://catalogospromocionales.com/images/v360/VA-685/index.html?V=6","https://www.catalogospromocionales.com/p/Sporty-Bag-Kidz%20Con%20Dise%C3%B1o/8179/326"
2009,"2009_VA-706__Bolsa_En_Cambrel_Reflectiva","VA-706","Bolsa En Cambrel Reflectiva","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",9,"https://catalogospromocionales.com/images/v360/VA-706/index.html?V=6","https://www.catalogospromocionales.com/p/Bolsa-En-Cambrel-Reflectiva/8199/326"
2010,"2010_VA-761__Cartuchera_en_Cambrel_kidz_Con","VA-761","Cartuchera en Cambrel kidz Con Diseño.","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",3,"https://catalogospromocionales.com/images/v360/VA-761/index.html?V=6","https://www.catalogospromocionales.com/p/Cartuchera-en-Cambrel-kidz-Con-Diseno/8511/326"
2011,"2011_VA-712__Bolsa_En_Cambrel_Petit","VA-712","Bolsa En Cambrel Petit","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",10,"https://catalogospromocionales.com/images/v360/VA-712/index.html?V=6","https://www.catalogospromocionales.com/p/Bolsa-En-Cambrel-Petit/8206/326"
2012,"2012_VA-1019__Bolsa_Metalizada_Mate","VA-1019","Bolsa Metalizada Mate","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-1019/index.html?V=6","https://www.catalogospromocionales.com/p/Bolsa-Metalizada-Mate/10236/326"
2013,"2013_VA-819__Bolsa_en_Cambrel_Multiusos_Vit","VA-819","Bolsa en Cambrel Multiusos Vita - Prod Nacional","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",6,"https://catalogospromocionales.com/images/v360/VA-819/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-cambrel-multiusos-vita-prod-nacional/9364/326"
2014,"2014_VA-1191__MALETIN_EN_CAMBREL","VA-1191","MALETIN EN CAMBREL","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",6,"https://catalogospromocionales.com/images/v360/VA-1191/index.html?V=6","https://www.catalogospromocionales.com/p/maletin-en-cambrel/13509/326"
2015,"2015_VA-971__Bolsa_en_Cambrel_Shopper","VA-971","Bolsa en Cambrel Shopper","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",8,"https://catalogospromocionales.com/images/v360/VA-971/index.html?V=6","https://www.catalogospromocionales.com/p/Bolsa-en-Cambrel-Shopper/9960/326"
2016,"2016_VA-1232__Bolsa_en_Cambrel_Soot","VA-1232","Bolsa en Cambrel Soot","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",11,"https://catalogospromocionales.com/images/v360/VA-1232/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-cambrel-soot/13553/326"
2017,"2017_VA-1219__BOLSA_EN_CAMBREL_CLENTO","VA-1219","BOLSA EN CAMBREL CLENTO","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",10,"https://catalogospromocionales.com/images/v360/VA-1219/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-cambrel-clento/13255/326"
2018,"2018_VA-1077__Canguro_Master_Ocean","VA-1077","Canguro Master Ocean","MALETINES & BOLSOS","Canguros","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-1077/index.html?V=6","https://www.catalogospromocionales.com/p/Canguro-Master-Ocean/10670/327"
2019,"2019_VA-1220__BOLSA_EN_CAMBREL_VEST","VA-1220","BOLSA EN CAMBREL VEST","MALETINES & BOLSOS","Cambrel (No tejido)","principal.jpg",10,"https://catalogospromocionales.com/images/v360/VA-1220/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-cambrel-vest/13256/326"
2020,"2020_VA-575-1__Canguro_en_Poliester_Pocket","VA-575-1","Canguro en Poliester Pocket","MALETINES & BOLSOS","Canguros","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-575-1/index.html?V=6","https://www.catalogospromocionales.com/p/canguro-en-poliester-pocket/7766/327"
2021,"2021_VA-282__Canguro_en_Poli_ster","VA-282","Canguro en Poliéster","MALETINES & BOLSOS","Canguros","principal.jpg",6,"https://catalogospromocionales.com/images/v360/VA-282/index.html?V=6","https://www.catalogospromocionales.com/p/canguro-en-poliester/3615/327"
2022,"2022_VA-804__Canguro_Gemini","VA-804","Canguro Gemini","MALETINES & BOLSOS","Canguros","principal.jpg",6,"https://catalogospromocionales.com/images/v360/VA-804/index.html?V=6","https://www.catalogospromocionales.com/p/Canguro-Gemini-producccion-nacional/8721/327"
2023,"2023_VA-636__Canguro_Ori_n","VA-636","Canguro Orión","MALETINES & BOLSOS","Canguros","principal.jpg",4,"https://catalogospromocionales.com/images/v360/VA-636/index.html?V=6","https://www.catalogospromocionales.com/p/canguro-orion/7602/327"
2024,"2024_VA-858__Canguro_Reflective","VA-858","Canguro Reflective","MALETINES & BOLSOS","Canguros","principal.jpg",2,"https://catalogospromocionales.com/images/v360/VA-858/index.html?V=6","https://www.catalogospromocionales.com/p/canguro-reflective/9156/327"
2025,"2025_VA-896__Canguro_Moldik","VA-896","Canguro Moldik","MALETINES & BOLSOS","Canguros","principal.jpg",6,"https://catalogospromocionales.com/images/v360/VA-896/index.html?V=6","https://www.catalogospromocionales.com/p/canguro-moldik/9197/327"
2026,"2026_VA-895__Canguro_Sauris","VA-895","Canguro Sauris","MALETINES & BOLSOS","Canguros","principal.jpg",4,"https://catalogospromocionales.com/images/v360/VA-895/index.html?V=6","https://www.catalogospromocionales.com/p/canguro-sauris/9196/327"
2027,"2027_VA-628-2__Canguro_para_M_viles_Nylon","VA-628-2","Canguro para Móviles Nylon","MALETINES & BOLSOS","Canguros","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-628-2/index.html?V=6","https://www.catalogospromocionales.com/p/Canguro-para-Moviles-Nylon/9857/327"
2028,"2028_VA-989__Canguro_Strike_Urban_Travel","VA-989","Canguro Strike Urban Travel","MALETINES & BOLSOS","Canguros","principal.jpg",2,"https://catalogospromocionales.com/images/v360/VA-989/index.html?V=6","https://www.catalogospromocionales.com/p/Canguro-Strike-Urban-Travel/10166/327"
2029,"2029_VA-953__Canguro_Dior","VA-953","Canguro Dior","MALETINES & BOLSOS","Canguros","principal.jpg",6,"https://catalogospromocionales.com/images/v360/VA-953/index.html?V=6","https://www.catalogospromocionales.com/p/Canguro-Dior/9823/327"
2030,"2030_VA-954__Canguro_London_Produccion_Naci","VA-954","Canguro London - Produccion Nacional","MALETINES & BOLSOS","Canguros","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-954/index.html?V=6","https://www.catalogospromocionales.com/p/canguro-london-produccion-nacional/9824/327"
2031,"2031_VA-1002__Organizador_para_Bicicleta_Ref","VA-1002","Organizador para Bicicleta Reflect","MALETINES & BOLSOS","Canguros","principal.jpg",6,"https://catalogospromocionales.com/images/v360/VA-1002/index.html?V=6","https://www.catalogospromocionales.com/p/Organizador-para-Bicicleta-Reflect/10178/327"
2032,"2032_VA-1032__Canguro_Athos_RPET","VA-1032","Canguro Athos RPET","MALETINES & BOLSOS","Canguros","principal.jpg",3,"https://catalogospromocionales.com/images/v360/VA-1032/index.html?V=6","https://www.catalogospromocionales.com/p/Canguro-Athos-RPET/10418/327"
2033,"2033_VA-1060__Canguro_Sandy","VA-1060","Canguro Sandy","MALETINES & BOLSOS","Canguros","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-1060/index.html?V=6","https://www.catalogospromocionales.com/p/Canguro-Sandy/10569/327"
2034,"2034_VA-1033__Canguro_Snap_RPET","VA-1033","Canguro Snap RPET","MALETINES & BOLSOS","Canguros","principal.jpg",6,"https://catalogospromocionales.com/images/v360/VA-1033/index.html?V=6","https://www.catalogospromocionales.com/p/Canguro-Snap-RPET/10419/327"
2035,"2035_VA-1031__Funda_Portacelular_Sport_RPET","VA-1031","Funda Portacelular Sport RPET","MALETINES & BOLSOS","Canguros","principal.jpg",4,"https://catalogospromocionales.com/images/v360/VA-1031/index.html?V=6","https://www.catalogospromocionales.com/p/Funda-Portacelular-Sport-RPET/10417/327"
2036,"2036_VA-1075__Morral_Backpack_Master_Ocean","VA-1075","Morral Backpack Master Ocean","MALETINES & BOLSOS","Ejecutivos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/VA-1075/index.html?V=6","https://www.catalogospromocionales.com/p/Morral-Backpack-Master-Ocean/10668/328"
2037,"2037_VA-643__Trolley_Morral_Backpack_Urban_","VA-643","Trolley Morral Backpack Urban Travel","MALETINES & BOLSOS","Ejecutivos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-643/index.html?V=6","https://www.catalogospromocionales.com/p/trolley-morral-Bbackpack-urban-travel/7609/328"
2038,"2038_VA-640__Malet_n_Portadocumentos_Urban_","VA-640","Maletín Portadocumentos Urban Travel","MALETINES & BOLSOS","Ejecutivos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-640/index.html?V=6","https://www.catalogospromocionales.com/p/maletin-portadocumentos-urban-travel/7606/328"
2039,"2039_VA-909__Morral_Backpack_Mangini_Urban_","VA-909","Morral Backpack Mangini Urban Travel","MALETINES & BOLSOS","Ejecutivos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/VA-909/index.html?V=6","https://www.catalogospromocionales.com/p/morral-backpack-mangini-urban-travel/9220/328"
2040,"2040_VA-923__Morral_Backpack_King_Urban_Tra","VA-923","Morral Backpack King Urban Travel","MALETINES & BOLSOS","Ejecutivos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-923/index.html?V=6","https://www.catalogospromocionales.com/p/Morral-Backpack-King-Urban-Travel/9599/328"
2041,"2041_VA-949__Morral_Backpack_Crosby_Urban_T","VA-949","Morral Backpack Crosby Urban Travel","MALETINES & BOLSOS","Ejecutivos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/VA-949/index.html?V=6","https://www.catalogospromocionales.com/p/Morral-Backpack-Crosby-Urban-Travel/9819/328"
2042,"2042_VA-948__Morral_Backpack_Legacy_Urban_T","VA-948","Morral Backpack Legacy Urban Travel","MALETINES & BOLSOS","Ejecutivos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/VA-948/index.html?V=6","https://www.catalogospromocionales.com/p/Morral-Backpack-Legacy-Urban-Travel/9818/328"
2043,"2043_VA-987__Morral_Backpack_Jinx_Urban_Tra","VA-987","Morral Backpack Jinx Urban Travel","MALETINES & BOLSOS","Ejecutivos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-987/index.html?V=6","https://www.catalogospromocionales.com/p/Morral-Backpack-Jinx-Urban-Travel/10163/328"
2044,"2044_VA-986__Morral_Backpack_Kepler_Urban_T","VA-986","Morral Backpack Kepler Urban Travel","MALETINES & BOLSOS","Ejecutivos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-986/index.html?V=6","https://www.catalogospromocionales.com/p/Morral-Backpack-Kepler-Urban-Travel/10164/328"
2045,"2045_VA-961__Morral_Backpack_Antirrobo_Bobb","VA-961","Morral Backpack Antirrobo Bobby Soft","MALETINES & BOLSOS","Ejecutivos","principal.jpg",21,"https://catalogospromocionales.com/images/v360/VA-961/index.html?V=6","https://www.catalogospromocionales.com/p/Morral-Backpack-Antirrobo-Bobby-Soft/9831/328"
2046,"2046_VA-964__Morral_Backpack_Antirrobo_Chil","VA-964","Morral Backpack Antirrobo Chili","MALETINES & BOLSOS","Ejecutivos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/VA-964/index.html?V=6","https://www.catalogospromocionales.com/p/Morral-Backpack-Antirrobo-Chili/9834/328"
2047,"2047_VA-994__Malet_n_Portadocumentos_King","VA-994","Maletín Portadocumentos King","MALETINES & BOLSOS","Ejecutivos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/VA-994/index.html?V=6","https://www.catalogospromocionales.com/p/Maletin-Portadocumentos-King/10171/328"
2048,"2048_VA-999__Morral_Backpack_Flex_Gym","VA-999","Morral Backpack Flex Gym","MALETINES & BOLSOS","Ejecutivos","principal.jpg",17,"https://catalogospromocionales.com/images/v360/VA-999/index.html?V=6","https://www.catalogospromocionales.com/p/Morral-Backpack-Flex-Gym/10176/328"
